City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City Weather Description
346,Moranbah,AU,-22.0016,148.0466,64.06,87,100,11.74,overcast clouds
347,Nishihara,JP,26.1842,127.7558,65.48,91,100,17.27,overcast clouds
348,Norman Wells,CA,65.282,-126.8329,-14.76,76,100,2.3,light snow
349,Fukue,JP,32.6881,128.8419,48.51,66,100,22.48,overcast clouds
350,Chattanooga,US,35.0456,-85.3097,55.15,42,20,11.5,few clouds
351,Provideniya,RU,64.3833,-173.3,24.84,94,35,9.1,scattered clouds
352,Balaipungut,ID,1.05,101.2833,72.7,99,100,2.77,overcast clouds
353,Eatonton,US,33.3268,-83.3885,68.23,83,14,12.15,few clouds
354,Mareeba,AU,-17.0,145.4333,70.52,97,99,1.81,light rain
355,Bambous Virieux,MU,-20.3428,57.7575,76.21,78,40,4.61,light rain
356,Chapais,CA,49.7834,-74.8492,24.58,97,100,15.19,snow
357,Lethbridge,CA,49.7,-112.8186,12.69,79,100,9.22,overcast clouds
358,Rundu,NA,-17.9333,19.7667,77.38,30,22,5.32,few clouds
359,Novouralsk,RU,57.2439,60.0839,3.61,100,100,2.15,overcast clouds
360,Pekan,MY,3.4836,103.3996,78.96,88,100,6.53,light rain
361,Homer,US,59.6425,-151.5483,24.04,65,0,8.99,clear sky
362,Maragogi,BR,-9.0122,-35.2225,77.11,80,100,9.82,overcast clouds
363,Bandar-E Lengeh,IR,26.5579,54.8807,76.73,53,78,2.35,broken clouds
364,Karatuzskoye,RU,53.6072,92.8667,-11.99,100,32,1.21,scattered clouds
365,Pingliang,CN,35.5392,106.6861,17.31,29,83,0.49,broken clouds
366,Necochea,AR,-38.5473,-58.7368,60.57,74,100,15.32,overcast clouds
367,Ternate,ID,0.8,127.4,80.76,81,100,6.33,overcast clouds
368,Ranau,MY,5.9538,116.6641,69.73,99,100,1.61,overcast clouds
369,Seda,LV,57.65,25.75,27.05,93,100,3.53,overcast clouds
370,Moron,AR,-34.6534,-58.6198,78.98,62,75,9.13,broken clouds
371,Paamiut,GL,61.994,-49.6678,26.11,85,100,46.95,overcast clouds
372,Kloulklubed,PW,7.0419,134.2556,79.3,76,100,17.0,overcast clouds
373,Chunskiy,RU,56.0815,99.6342,-1.95,87,100,13.38,overcast clouds
374,Parry Sound,CA,45.3501,-80.033,37.45,75,100,22.77,overcast clouds
375,Porto Nacional,BR,-10.7081,-48.4172,80.6,79,100,4.05,overcast clouds
376,Pirgos,GR,35.1167,25.7178,63.63,76,25,12.3,light rain
377,Husavik,IS,66.0449,-17.3389,42.06,88,99,13.04,light rain
378,Okhotsk,RU,59.3833,143.3,2.16,97,100,19.98,light snow
379,Roanoke,US,37.271,-79.9414,58.01,72,75,23.02,broken clouds
380,Opelousas,US,30.5335,-92.0815,64.29,38,0,19.57,clear sky
381,Shingu,JP,33.7333,135.9833,46.0,73,92,6.98,overcast clouds
382,Kumano,JP,34.3442,132.5894,43.72,66,94,4.92,overcast clouds
383,Pundaguitan,PH,6.3711,126.1689,80.02,84,100,14.27,overcast clouds
384,Asau,RO,46.4333,26.4,33.28,93,100,3.36,overcast clouds
385,Derbent,RU,42.0678,48.2899,43.93,70,100,9.98,overcast clouds
386,Sivaki,RU,52.6333,126.75,-13.67,79,12,11.77,few clouds
387,Haines Junction,CA,60.7522,-137.5108,-23.85,76,100,0.0,overcast clouds
388,Svetlaya,RU,46.5389,138.3297,2.91,68,64,16.4,broken clouds
389,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.4,62,40,5.75,scattered clouds
390,Kathu,TH,7.9178,98.3332,85.75,73,97,5.91,overcast clouds
391,Eyl,SO,7.9803,49.8164,77.76,80,9,13.58,clear sky
392,Zhezkazgan,KZ,47.8043,67.7144,20.39,95,100,6.33,light snow
393,Nome,US,64.5011,-165.4064,24.87,86,100,14.97,snow
394,Monsenhor Gil,BR,-5.5642,-42.6078,87.06,52,83,0.27,broken clouds
395,Abu Dhabi,AE,24.4667,54.3667,78.82,84,100,3.44,overcast clouds
396,Orlovskiy,RU,46.8714,42.0592,27.18,35,8,18.63,clear sky
397,Kulhudhuffushi,MV,6.6221,73.07,81.54,67,49,2.66,scattered clouds
398,Tomatlan,MX,19.9333,-105.25,87.01,50,6,6.46,clear sky
399,Kayerkan,RU,69.3497,87.7602,-3.33,99,100,3.31,overcast clouds
400,Muhos,FI,64.808,25.9931,26.89,98,100,2.55,light snow
401,Tual,ID,-5.6667,132.75,82.02,78,100,23.94,overcast clouds
402,Gornyak,RU,50.9942,81.4661,-18.45,98,46,3.51,scattered clouds
403,Terra Santa,BR,-2.1042,-56.4869,86.31,62,100,2.66,overcast clouds
404,Kongolo,CD,-5.3833,27.0,69.4,96,100,1.88,light rain
405,Bandarbeyla,SO,9.4942,50.8122,78.06,82,11,15.32,light rain
406,Sale,MA,34.0389,-6.8166,56.75,100,47,3.44,scattered clouds
407,Kampot,KH,10.6167,104.1833,77.05,86,82,1.45,broken clouds
408,Henties Bay,NA,-22.116,14.2845,61.11,87,4,6.02,clear sky
409,Harper,LR,4.375,-7.7169,79.16,81,75,4.72,broken clouds
410,Corner Brook,CA,48.9667,-57.9484,23.16,96,75,2.51,broken clouds
411,Pulandian,CN,39.3953,121.9669,24.35,41,56,10.2,broken clouds
412,West Odessa,US,31.8424,-102.4988,43.41,46,0,8.05,clear sky
413,Faxinal,BR,-24.0003,-51.3194,69.73,88,72,2.68,light rain
414,Veroia,GR,40.5233,22.2036,50.68,95,100,1.99,overcast clouds
415,Kholmogory,RU,64.2229,41.656,19.69,85,100,2.51,overcast clouds
416,Isiro,CD,2.7739,27.616,66.16,99,98,2.62,overcast clouds
417,Iskateley,RU,67.6803,53.1512,4.48,96,12,7.96,few clouds
418,Faya,SA,18.3851,42.4509,60.91,77,79,3.09,broken clouds
419,Olafsvik,IS,64.8945,-23.7142,45.77,85,100,19.77,light rain
420,Lompoc,US,34.6391,-120.4579,64.78,73,100,5.75,overcast clouds
421,Talnakh,RU,69.4865,88.3972,-2.22,99,100,4.74,overcast clouds
422,Palembang,ID,-2.9167,104.7458,74.8,95,99,4.68,overcast clouds
423,Jaciara,BR,-15.9653,-54.9683,90.03,38,62,8.99,broken clouds
424,Zaragoza,ES,41.6561,-0.8773,50.02,80,0,3.0,clear sky
425,Palana,RU,59.1167,159.9667,25.75,95,100,5.48,snow
426,Kasongo-Lunda,CD,-6.4667,16.8167,67.55,95,88,0.94,overcast clouds
427,Nenjiang,CN,49.1833,125.2167,-22.38,93,14,4.0,few clouds
428,Lagoa,PT,39.05,-27.9833,62.08,75,1,7.72,clear sky
429,Isangel,VU,-19.55,169.2667,81.54,78,100,6.38,overcast clouds
430,Ca Mau,VN,9.1769,105.15,75.65,95,100,6.02,overcast clouds
431,Annau,TM,37.8876,58.516,38.7,100,100,6.91,light intensity drizzle
432,Chaman,PK,30.9236,66.4512,52.16,38,58,1.05,broken clouds
433,Paka,MY,4.6374,103.4368,76.98,94,92,0.0,overcast clouds
434,Mana,GF,5.6592,-53.7767,79.09,83,35,9.26,scattered clouds
435,Brigantine,US,39.4101,-74.3646,58.19,95,100,17.27,moderate rain
436,Klaksvik,FO,62.2266,-6.589,49.12,89,100,31.47,light rain
437,Rosetta,EG,31.4044,30.4164,65.12,68,0,7.58,clear sky
438,Namibe,AO,-15.1961,12.1522,70.0,74,75,8.81,broken clouds
439,Khislavichi,RU,54.1871,32.1582,19.98,88,100,7.67,overcast clouds
440,Ugoofaaru,MV,5.6667,73.0,81.12,67,29,2.89,scattered clouds
441,Puro,PH,12.4841,123.3827,79.68,85,100,12.19,overcast clouds
442,Pleasanton,US,37.6624,-121.8747,58.55,57,0,5.01,clear sky
443,Bacungan,PH,9.9106,118.7022,78.85,82,97,4.5,overcast clouds
444,Youkounkoun,GN,12.5333,-13.1333,83.41,32,18,1.68,few clouds
445,Sola,VU,-13.8833,167.55,81.93,75,52,13.6,broken clouds
446,Alenquer,BR,-1.9417,-54.7383,85.71,63,61,0.83,broken clouds
447,Powell,US,40.1578,-83.0752,38.61,58,20,21.85,few clouds
448,Pacifica,US,37.6138,-122.4869,58.68,67,20,8.05,few clouds
449,Bukene,TZ,-4.2333,32.8833,69.91,77,98,0.92,light rain
450,Noyabrsk,RU,63.1994,75.4507,-17.79,100,13,4.68,few clouds
451,Bilma,NE,18.6853,12.9164,67.68,29,6,7.23,clear sky
452,Manokwari,ID,-0.8667,134.0833,77.25,82,100,3.83,overcast clouds
453,Narasannapeta,IN,18.4167,84.05,71.55,78,0,6.33,clear sky
454,Saint-Francois,FR,46.4154,3.9054,42.67,87,100,4.61,overcast clouds
455,Conakry,GN,9.538,-13.6773,82.2,75,27,9.84,scattered clouds
456,Quatre Cocos,MU,-20.2078,57.7625,76.08,77,36,9.73,light rain
457,Hualmay,PE,-11.0964,-77.6139,71.44,73,85,11.18,overcast clouds
458,Sunland Park,US,31.7965,-106.58,63.01,30,0,7.0,clear sky
459,Bonavista,CA,48.6499,-53.1147,27.63,77,74,10.11,broken clouds
460,Aranos,NA,-24.1333,19.1167,77.31,41,80,10.54,broken clouds
461,Zyryanka,RU,65.75,150.85,-16.06,98,100,11.83,light snow
462,Saint Anthony,US,45.0205,-93.218,19.76,66,75,25.32,broken clouds
463,Salinopolis,BR,-0.6136,-47.3561,81.25,72,100,6.71,overcast clouds
464,Kavaratti,IN,10.5669,72.642,81.3,74,5,3.69,clear sky
465,Kavieng,PG,-2.5744,150.7967,81.45,74,38,2.62,scattered clouds
466,Artigas,UY,-30.4,-56.4667,95.34,24,99,8.72,overcast clouds
467,Hokitika,NZ,-42.7167,170.9667,54.73,87,100,7.92,overcast clouds
468,Ayan,RU,56.45,138.1667,-7.38,86,100,26.82,overcast clouds
469,Taoudenni,ML,22.6783,-3.9836,68.72,16,0,10.25,clear sky
470,Oskemen,KZ,49.9565,82.6119,-20.07,68,75,2.24,fog
471,Haradok,BY,55.4624,29.9816,15.91,94,23,5.1,few clouds
472,Tiksi,RU,71.6872,128.8694,-12.08,100,100,13.42,overcast clouds
473,College,US,64.8569,-147.8028,2.21,76,75,0.0,broken clouds
474,Clyde River,CA,70.4692,-68.5914,-23.57,69,0,3.44,clear sky
475,Sambava,MG,-14.2667,50.1667,74.44,87,5,2.8,light rain
476,Consett,GB,54.854,-1.8316,36.43,89,59,2.13,broken clouds
477,Gillette,US,44.2911,-105.5022,30.81,55,0,18.41,clear sky
478,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,83,75,13.8,broken clouds
479,El Torno,BO,-17.9919,-63.3824,81.27,34,40,11.3,scattered clouds
480,Reforma,MX,18.1,-91.0167,86.72,57,18,4.83,few clouds
481,Guinguineo,SN,14.2667,-15.95,89.42,33,0,0.0,clear sky
482,Aklavik,CA,68.2191,-135.0107,-2.2,84,100,2.3,overcast clouds
483,Ekangala,ZA,-25.6962,28.7492,72.3,42,2,7.61,clear sky
484,Korla,CN,41.7597,86.1469,15.71,18,77,4.72,broken clouds
485,Takoradi,GH,4.8845,-1.7554,79.75,81,100,5.82,overcast clouds
486,Yanam,IN,16.7333,82.2167,73.09,88,0,4.05,clear sky
487,Pombas,CV,17.1503,-25.0201,74.98,67,56,12.73,broken clouds
488,Domoni,KM,-12.2569,44.5319,77.52,80,12,2.53,few clouds
489,Lokosovo,RU,61.1333,74.8167,-17.82,99,47,2.28,scattered clouds
490,Neiafu,TO,-18.65,-173.9833,79.7,80,100,12.37,overcast clouds
491,Riyadh,SA,24.6877,46.7219,68.14,30,19,7.9,few clouds
492,Broome,US,42.2506,-75.833,50.85,93,100,13.8,heavy intensity rain
493,Vozhega,RU,60.4725,40.2213,9.23,97,74,2.01,broken clouds
494,Kontagora,NG,10.3999,5.4695,77.61,29,50,3.09,scattered clouds
495,Arkhipo-Osipovka,RU,44.37,38.52,42.84,73,29,11.5,scattered clouds
496,Callaway,US,30.153,-85.5699,73.45,86,100,8.05,overcast clouds
497,New Plymouth,NZ,-39.0667,174.0833,61.56,100,8,6.55,clear sky
498,Swan Hill,AU,-35.3378,143.5544,53.28,73,4,9.44,clear sky
499,Dunedin,NZ,-45.8742,170.5036,54.81,65,8,7.0,clear sky
500,Mantua,IT,45.1667,10.7833,45.21,84,95,1.99,overcast clouds
501,Makakilo City,US,21.3469,-158.0858,79.99,68,0,4.61,clear sky
502,San Ramon,US,37.7799,-121.978,57.51,58,0,5.01,clear sky
503,Markova,UA,48.6758,24.4138,31.19,97,100,3.96,overcast clouds
504,Mariental,NA,-24.6333,17.9667,76.86,43,100,8.25,overcast clouds
505,Bathsheba,BB,13.2167,-59.5167,81.21,69,75,19.57,light intensity shower rain
506,Clermont,FR,49.5,2.4167,43.72,97,17,7.36,few clouds
507,Thinadhoo,MV,0.5333,72.9333,80.51,67,26,5.39,scattered clouds
508,Bambanglipuro,ID,-7.95,110.2833,77.09,80,100,3.87,overcast clouds
509,Hambantota,LK,6.1241,81.1185,76.05,90,100,7.74,overcast clouds
510,Rocha,UY,-34.4833,-54.3333,81.36,58,30,16.98,scattered clouds
511,Capreol,CA,46.706,-80.9225,32.56,69,100,21.85,overcast clouds
512,Baglung,NP,28.2719,83.5898,55.08,51,0,5.61,clear sky
513,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,73,40,8.05,scattered clouds
514,Viedma,AR,-40.8135,-62.9967,67.39,35,76,15.93,broken clouds
515,Maldonado,UY,-34.6667,-54.9167,85.39,40,19,14.45,few clouds
516,Codrington,AU,-38.2667,141.9667,55.67,92,76,2.42,broken clouds
517,Tabuk,PH,17.4189,121.4443,74.08,93,71,2.42,broken clouds
518,Te Anau,NZ,-45.4167,167.7167,45.91,86,86,2.55,overcast clouds
519,Temecula,US,33.4936,-117.1484,64.65,63,0,4.61,clear sky
520,Emerald,AU,-23.5333,148.1667,62.35,91,95,16.11,overcast clouds
521,Tigil,RU,57.8,158.6667,23.68,97,100,3.42,light snow
522,Klyuchi,RU,52.2667,79.1667,-5.57,86,8,8.23,clear sky
523,Watsa,CD,3.0372,29.5355,64.71,97,100,2.91,overcast clouds
524,Praia,CV,14.9215,-23.5087,75.74,69,73,17.27,haze
525,Abeche,TD,13.8292,20.8324,76.84,19,2,8.79,clear sky
526,Jacareacanga,BR,-6.2222,-57.7528,87.15,60,100,2.82,overcast clouds
527,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,98.42,35,90,3.33,overcast clouds
528,Omboue,GA,-1.5746,9.2618,77.2,88,100,6.29,overcast clouds
529,Moussoro,TD,13.6408,16.4901,77.36,13,6,9.51,clear sky
530,Mwinilunga,ZM,-11.7358,24.4293,61.97,93,12,2.01,few clouds
531,Odweyne,SO,9.4092,45.064,68.23,41,7,5.77,clear sky
532,Maumere,ID,-8.6199,122.2111,79.12,80,100,1.74,overcast clouds
533,Bograd,RU,54.2344,90.8328,-10.71,90,5,2.84,clear sky
534,Antofagasta,CL,-23.65,-70.4,69.08,68,1,9.15,clear sky
535,Vardo,NO,70.3705,31.1107,30.18,86,20,12.66,few clouds
536,Nipawin,CA,53.3668,-104.0009,-9.36,70,100,5.75,overcast clouds
537,Lorengau,PG,-2.0226,147.2712,80.89,79,99,4.68,overcast clouds
538,Sherpur,BD,25.0188,90.0175,64.8,63,0,4.07,clear sky
539,Kirakira,SB,-10.4544,161.9205,80.33,80,100,0.29,overcast clouds
540,Bhuj,IN,23.2667,69.6667,67.44,40,0,4.16,clear sky
541,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,76.57,83,100,3.58,overcast clouds
542,Kununurra,AU,-15.7667,128.7333,71.58,94,97,0.0,overcast clouds
543,Vuktyl,RU,63.8567,57.3094,-2.27,100,84,2.13,broken clouds
544,Champerico,GT,14.3,-91.9167,91.94,73,12,8.75,few clouds
545,Nelson Bay,AU,-32.7167,152.15,66.99,78,100,8.01,overcast clouds
546,Cottbus,DE,51.7667,14.3333,32.97,94,94,5.01,overcast clouds
547,Torbay,CA,47.6666,-52.7314,25.57,78,20,9.22,few clouds
548,Port Blair,IN,11.6667,92.75,80.38,83,97,7.11,overcast clouds
549,Coihaique,CL,-45.5752,-72.0662,58.95,38,20,12.66,few clouds
550,Bako,ET,5.7833,36.5667,72.99,37,100,1.01,overcast clouds
551,Daru,PG,-9.0763,143.2092,76.41,92,100,7.85,heavy intensity rain
552,Verkhnyaya Toyma,RU,62.2349,44.9985,18.64,84,99,2.93,overcast clouds
553,Antalaha,MG,-14.9003,50.2788,71.96,92,7,3.76,clear sky
554,Moorhead,US,46.8739,-96.7676,12.22,67,75,19.57,broken clouds
555,Birao,CF,10.2849,22.7882,81.36,29,100,4.52,overcast clouds
556,Ballina,AU,-28.8667,153.5667,60.01,99,100,18.25,light rain
557,Shu,KZ,43.5983,73.7614,36.7,94,100,17.31,light rain
558,Kahului,US,20.8947,-156.47,81.97,85,40,8.99,scattered clouds
559,San Carlos Del Zulia,VE,9.0,-71.9135,82.87,72,97,2.04,overcast clouds
560,Tazovskiy,RU,67.4667,78.7,-5.84,100,99,7.07,overcast clouds
561,Dana Point,US,33.467,-117.6981,65.59,66,76,5.99,broken clouds
562,Tomohon,ID,1.3346,124.8392,65.34,94,100,2.24,overcast clouds
563,Yingcheng,CN,30.95,113.55,31.05,42,100,9.55,overcast clouds
564,Biltine,TD,14.5333,20.9167,77.4,19,9,7.45,clear sky
565,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,42,0,16.11,clear sky
566,Marsabit,KE,2.3284,37.9899,68.49,61,100,5.97,overcast clouds
567,Lyaskelya,RU,61.7667,31.0167,27.21,89,100,4.14,light snow
568,Kamenka,RU,51.3223,42.7678,22.3,47,0,6.22,clear sky
569,Telimele,GN,10.9167,-13.3333,76.37,56,18,1.7,few clouds
570,Flinders,AU,-34.5833,150.8552,62.19,82,100,4.0,overcast clouds
571,Bilibino,RU,68.0546,166.4372,8.04,94,100,3.71,overcast clouds
572,Eirunepe,BR,-6.6603,-69.8736,87.89,59,98,4.81,overcast clouds
573,Atar,MR,20.5169,-13.0499,74.03,15,8,6.31,clear sky
574,Eslov,SE,55.8393,13.3039,38.43,94,100,6.29,light rain
575,Colares,PT,38.7992,-9.4469,59.77,96,75,13.0,broken clouds
576,Troitsko-Pechorsk,RU,62.7084,56.1964,-1.16,100,84,1.92,broken clouds
577,Yenangyaung,MM,20.4667,94.8833,75.13,64,3,4.63,clear sky
578,Krutinka,RU,56.0055,71.5113,-5.49,86,33,7.29,scattered clouds
579,Geraldton,AU,-28.7667,114.6,68.41,68,100,6.91,overcast clouds
580,Calvinia,ZA,-31.4707,19.776,71.01,38,4,4.94,clear sky
581,Burnie,AU,-41.0667,145.9167,49.95,66,0,9.82,clear sky
582,Mayumba,GA,-3.432,10.6554,77.38,89,65,6.35,broken clouds
583,Sayyan,YE,15.1718,44.3244,50.86,36,0,3.29,clear sky
584,Orthez,FR,43.4884,-0.7724,43.77,88,63,5.1,broken clouds
585,Ixtapa,MX,20.7,-105.2,86.47,42,77,6.35,broken clouds
586,Morecambe,GB,54.0684,-2.8611,40.05,95,79,1.99,broken clouds
587,Novosemeykino,RU,53.3833,50.3667,14.95,85,100,6.71,mist
588,Kabelvag,NO,68.2114,14.4817,39.42,75,75,5.75,broken clouds
589,Arroio Grande,BR,-32.2375,-53.0869,80.8,60,15,17.78,few clouds
590,Hami,CN,42.8,93.45,10.89,23,75,0.81,broken clouds
591,Sabla,NG,12.7525,4.7077,75.92,19,16,9.91,few clouds
592,Kushiro,JP,42.975,144.3747,26.56,46,26,23.55,scattered clouds
593,Bull Savanna,JM,17.8868,-77.5902,80.85,67,25,5.61,scattered clouds
594,Iquique,CL,-20.2208,-70.1431,71.64,71,0,11.41,clear sky
595,Yelizovo,RU,53.1873,158.3805,28.54,92,40,2.24,scattered clouds
596,Mindelo,CV,16.8901,-24.9804,76.55,61,20,21.85,few clouds
597,Banda Aceh,ID,5.5577,95.3222,77.83,80,100,2.48,overcast clouds
598,Bubaque,GW,11.2833,-15.8333,81.84,66,25,11.72,scattered clouds
599,Isla Vista,US,34.4133,-119.861,65.79,65,75,8.05,broken clouds
600,Batagay,RU,67.6333,134.6333,-26.09,99,100,1.59,overcast clouds
601,Ajdabiya,LY,30.7554,20.2263,63.32,54,0,10.54,clear sky
602,Athabasca,CA,54.7169,-113.2854,-7.19,90,100,11.27,light snow
603,Atambua,ID,-9.1061,124.8925,73.26,90,100,0.38,overcast clouds
604,Acapulco,MX,16.8634,-99.8901,83.48,65,33,6.85,scattered clouds
605,Usinsk,RU,65.9939,57.5281,-8.99,100,99,4.18,overcast clouds
606,Kendari,ID,-3.945,122.4989,75.51,94,100,2.24,light rain
607,Tadine,NC,-21.55,167.8833,80.37,78,51,5.57,broken clouds
608,Shahdadkot,PK,27.8477,67.9055,66.51,21,4,2.24,clear sky
609,Baruun-Urt,MN,46.6806,113.2792,-9.76,81,2,11.1,clear sky
610,Manado,ID,1.487,124.8455,74.17,100,40,2.3,scattered clouds
611,Batagay-Alyta,RU,67.8006,130.4114,-13.81,97,100,6.73,light snow
612,Cabinda,AO,-5.55,12.2,80.74,83,20,3.44,few clouds
613,Dawei,MM,14.0833,98.2,74.52,92,94,3.36,overcast clouds
614,Idil,TR,37.3411,41.8895,49.93,93,75,16.11,broken clouds
615,Krasnyy Chikoy,RU,50.3643,108.7512,0.1,85,100,11.79,overcast clouds
616,Camacupa,AO,-12.0167,17.4833,61.72,95,39,2.62,light rain
617,Mount Isa,AU,-20.7333,139.5,69.57,56,0,6.91,clear sky
618,Sirajganj,BD,24.45,89.7167,71.98,66,0,6.82,clear sky
619,Langsa,ID,4.4683,97.9683,74.44,94,100,3.13,overcast clouds
620,Grindavik,IS,63.8424,-22.4338,46.35,100,75,13.8,broken clouds
621,Makhinjauri,GE,41.6739,41.694,53.46,100,75,3.44,broken clouds
622,Gravdal,NO,68.1214,13.5031,39.09,81,75,3.44,broken clouds
623,Melo,UY,-32.3667,-54.1833,81.59,53,95,16.15,overcast clouds
624,Raipur,IN,21.2333,81.6333,64.02,55,0,3.31,clear sky
625,Mabama,TZ,-5.1333,32.5333,67.26,90,100,4.74,light rain
626,Trincomalee,LK,8.5711,81.2335,79.77,80,69,6.85,broken clouds
627,Mayo,US,38.8876,-76.5119,59.11,89,100,12.66,overcast clouds
628,Point Pleasant,US,40.0832,-74.0682,59.34,89,100,17.27,moderate rain
629,Port Hedland,AU,-20.3167,118.5667,78.85,89,62,4.61,broken clouds
630,Kalmunai,LK,7.4167,81.8167,77.38,84,89,1.59,overcast clouds
631,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,22,0,20.71,clear sky
632,Lhokseumawe,ID,5.1801,97.1507,77.79,82,100,4.41,overcast clouds
633,Sabha,LY,27.0377,14.4283,54.75,32,0,6.53,clear sky
634,Bontang,ID,0.1333,117.5,75.92,88,92,3.56,overcast clouds
635,Alekseyevsk,RU,57.8406,108.3492,-1.97,96,100,11.41,light snow
636,Qaqortoq,GL,60.7167,-46.0333,23.92,89,100,2.1,overcast clouds
637,Ust-Kuyga,RU,70.0167,135.6,-10.53,97,100,8.84,overcast clouds
638,Vodnyy,RU,63.5046,53.4095,-0.76,100,92,2.39,overcast clouds
639,Khandyga,RU,62.6667,135.6,-32.75,97,100,1.01,overcast clouds
640,Zatoka,UA,46.0725,30.4654,42.15,73,100,15.1,overcast clouds
641,Laurel,US,39.0993,-76.8483,58.62,90,100,11.5,overcast clouds
642,Namatanai,PG,-3.6667,152.4333,79.21,80,72,2.68,broken clouds
643,Lazaro Cardenas,MX,17.9583,-102.2,83.1,62,4,7.11,clear sky
644,Methoni,GR,36.8197,21.7049,56.21,82,100,15.48,overcast clouds
645,Nova Londrina,BR,-22.7658,-52.985,90.97,35,53,11.59,broken clouds
646,Belmonte,BR,-15.8631,-38.8828,78.96,88,100,8.66,overcast clouds
647,Puerto Leguizamo,CO,-0.1934,-74.7819,83.59,64,97,6.44,overcast clouds
648,Bac Lieu,VN,9.285,105.7244,79.2,86,100,16.69,moderate rain
649,Port Keats,AU,-14.25,129.55,80.71,67,98,0.67,overcast clouds
650,Abbeville,FR,50.1,1.8333,43.25,83,100,5.53,overcast clouds
651,Beira,MZ,-19.8436,34.8389,73.49,78,20,5.01,few clouds
652,Celestun,MX,20.8667,-90.4,83.77,66,34,12.93,scattered clouds
653,Clovis,US,36.8252,-119.7029,64.67,55,75,6.91,broken clouds
654,Gurlan,UZ,41.8447,60.3919,21.11,55,6,5.06,clear sky
655,Ketchikan,US,55.3422,-131.6461,23.47,33,0,10.36,clear sky
656,Kieta,PG,-6.2167,155.6333,79.07,85,99,5.23,light rain
657,Takanabe,JP,32.1333,131.5,46.74,68,77,3.67,broken clouds
658,Ishigaki,JP,24.3448,124.1572,69.93,94,75,26.46,broken clouds
659,Saint-Hyacinthe,CA,45.6168,-72.9491,44.15,93,100,23.76,moderate rain
660,Shelburne,CA,44.0787,-80.2041,32.45,81,97,23.09,overcast clouds
661,Ottumwa,US,41.02,-92.4113,32.54,51,0,17.27,clear sky
662,Imbituba,BR,-28.24,-48.6703,74.86,96,100,14.9,overcast clouds
663,Glace Bay,CA,46.1969,-59.957,34.79,73,75,11.5,broken clouds
664,Tabou,CI,4.423,-7.3528,79.25,80,70,4.72,broken clouds
665,Uige,AO,-7.6087,15.0613,67.15,98,100,0.65,overcast clouds
666,Kutum,SD,14.2,24.6667,73.99,25,5,7.05,clear sky
667,Goundam,ML,16.4145,-3.6708,81.05,12,85,7.49,overcast clouds
668,Concepcion Del Uruguay,AR,-32.4825,-58.2372,94.98,36,99,7.02,overcast clouds
669,Porto Walter,BR,-8.2686,-72.7439,95.2,35,100,3.2,overcast clouds
670,San Andres,CO,12.5847,-81.7006,86.02,70,40,16.11,scattered clouds
671,Auki,SB,-8.7676,160.7034,78.13,85,100,3.11,moderate rain
672,Tineo,ES,43.3376,-6.4145,46.65,92,20,2.75,few clouds
673,Matay,EG,28.419,30.7792,62.92,43,0,3.22,clear sky
674,Dicabisagan,PH,17.0818,122.4157,78.69,87,100,7.09,overcast clouds
675,Angoche,MZ,-16.2325,39.9086,75.33,82,100,4.61,overcast clouds
676,Estacion Coahuila,MX,32.1939,-115.0017,67.86,24,5,2.75,clear sky
677,Sfantu Gheorghe,RO,45.8667,25.7833,33.93,89,100,5.41,overcast clouds
678,Paraiso,CR,9.8383,-83.8656,71.51,97,100,2.95,overcast clouds
679,Beloha,MG,-25.1667,45.05,70.14,91,100,9.8,overcast clouds
680,Akyab,MM,20.15,92.9,76.44,85,0,8.97,clear sky
681,Lishui,CN,28.4604,119.9103,36.3,95,100,3.56,overcast clouds
682,Tessalit,ML,20.1986,1.0114,73.54,17,36,6.35,scattered clouds
683,Kimbe,PG,-5.5502,150.1429,75.16,95,83,2.57,broken clouds
684,Murray Bridge,AU,-35.1167,139.2667,54.34,83,15,5.46,few clouds
685,Dingle,PH,10.9995,122.6711,75.42,93,98,7.45,moderate rain
686,Boa Vista,BR,2.8197,-60.6733,89.58,51,40,12.66,scattered clouds
687,Belaya Gora,RU,68.5333,146.4167,-14.69,99,100,0.63,light snow
688,Mizdah,LY,31.4451,12.9801,53.47,54,1,8.32,clear sky
689,Bethanien,NA,-26.502,17.1583,82.53,29,41,7.05,scattered clouds
690,Road Town,VG,18.4167,-64.6167,84.29,78,40,8.05,scattered clouds
691,Erenhot,CN,43.6475,111.9767,3.06,68,61,10.4,broken clouds
692,Buraydah,SA,26.326,43.975,72.05,55,48,11.43,scattered clouds
693,Kidal,ML,18.4411,1.4078,76.57,17,70,7.09,broken clouds
694,Anloga,GH,5.7947,0.8973,81.14,80,79,9.84,broken clouds
695,Panzhihua,CN,26.5851,101.7128,51.58,79,0,1.74,clear sky
696,Spas-Demensk,RU,54.4122,34.0226,21.02,81,100,6.31,overcast clouds
